"id","company_name","registration_number","category","state","original_website","aum","contact_email","contact_phone","business_summary","primary_focus","validated_urls","confidence_level","data_completeness"
716,"Peak Mercantiles Pvt. Ltd","TEMP-1771690995",NULL,NULL,"https://peak-mercantiles-pvt-ltd.charteredone.com/U65993WB1982PTC035174",NULL,NULL,NULL,"Peak Mercantiles Pvt Ltd is a private limited company involved in activities of chit fund/kuri companies, and it provides various financial services including tax & audit, registration, and compliance.","MSME","{homepage:https://peak-mercantiles-pvt-ltd.charteredone.com/U65993WB1982PTC035174}","medium","0.86"
717,"Perfect Capital Services Limited","TEMP-1771690997",NULL,NULL,"https://perfectgroup.org/loan-application/",NULL,NULL,NULL,"Perfect Group is a diversified conglomerate providing premium services in the sectors of Financial Supermarkets, Infrastructure Development and Consultancy Services. It has emerged as the leader in the private vehicle finance market and offers various loan products.","MSME","{team:https://perfectgroup.org/contact/,about:https://perfectgroup.org/about/,homepage:https://perfectgroup.org/loan-application/,products:https://perfectgroup.org/financial-services/}","high","1.00"
718,"Perfect Homfin Private Limited","TEMP-1771691000",NULL,NULL,"https://perfecthomfin.in/",NULL,NULL,NULL,"Perfect Homfin Pvt Ltd is a Non-Banking Finance Company (NBFC) registered with the Reserve Bank of India, providing consumer loans to its clients. The company aims to offer quality and efficient professional services to all clients irrespective of location and size. It has been in operation since September 1995.","MSME","{homepage:https://perfecthomfin.in/}","medium","0.86"
719,"Phillip Finance & Investment Services India Private Limited","TEMP-1771691002",NULL,NULL,"https://www.phillip.com.sg/global-network/",NULL,NULL,NULL,"PhillipCapital is a financial services company that offers various financial products and services, including securities trading, fund management, corporate finance, and more. It has a global network of offices across Asia-Pacific regions. PhillipCapital is licensed by the Monetary Authority of Singapore.","Multi-Product","{homepage:https://www.phillip.com.sg/global-network/}","medium","0.86"
720,"Pilani Investment and Industries Corporation Ltd.","TEMP-1771691004",NULL,NULL,"https://www.pilaniinvestment.com/investor.html",NULL,NULL,NULL,"Pilani Investment Industries Corporation Ltd. is an investment company registered with the Reserve Bank of India as a Non-Banking Financial Company, providing various financial services and disclosures under Regulation 46 of the SEBI LODR.","MSME","{homepage:https://www.pilaniinvestment.com/investor.html}","medium","1.00"
721,"Piyush Fiscal Ltd","TEMP-1771691006",NULL,NULL,"https://piyushlimited.in/",NULL,NULL,NULL,"Piyush Limited is a Non-Banking Financial Company registered with Reserve Bank of India, committed to lending money and giving credit to individuals and businesses.","MSME","{homepage:https://piyushlimited.in/,team:https://piyushlimited.in/contact/}","low","0.86"
722,"Piyush Mercantile Private Limited","TEMP-1771691008",NULL,NULL,"https://piyushlimited.in/",NULL,NULL,NULL,"Piyush Limited is a Non-Banking Financial Company registered with Reserve Bank of India, committed to lending money and giving credit to individuals and businesses.","MSME","{homepage:https://piyushlimited.in/,team:https://piyushlimited.in/contact/}","medium","1.00"
723,"Piyush Securities P Ltd","TEMP-1771691010",NULL,NULL,"https://piyushlimited.in/",NULL,NULL,NULL,"Piyush Limited is a Non-Banking Financial Company registered with Reserve Bank of India, committed to lending money and giving credit to individuals and businesses.","MSME","{homepage:https://piyushlimited.in/,team:https://piyushlimited.in/contact/}","low","0.86"
724,"Piyush Suppliers Pvt Ltd","TEMP-1771691013",NULL,NULL,"https://piyushlimited.in/",NULL,NULL,NULL,"Piyush Limited is a Non-Banking Financial Company registered with Reserve Bank of India, committed to lending money and giving credit to individuals and businesses.","MSME","{homepage:https://piyushlimited.in/,team:https://piyushlimited.in/contact/}","medium","0.86"
725,"PRABHAT FINANCE PRIVATE LIMITED","TEMP-1771691014",NULL,NULL,"https://www.prabhatsecuritiesltd.co.in/",NULL,NULL,NULL,"Prabhat Securities Limited is a Non-Banking Financial Company (NBFC) engaged in finance, investment, and fund-based activities.","MSME","{homepage:https://www.prabhatsecuritiesltd.co.in/}","medium","1.00"
726,"Prabhat Securities Ltd.","TEMP-1771691017",NULL,NULL,"https://www.prabhatsecuritiesltd.co.in/",NULL,NULL,NULL,"Prabhat Securities Limited is a Non-Banking Financial Company (NBFC) engaged in finance, investment, and fund-based activities.","MSME","{homepage:https://www.prabhatsecuritiesltd.co.in/}","high","1.00"
727,"Prabhu Finsec Pvt. Ltd.","TEMP-1771691020",NULL,NULL,"https://www.prabhufinsec.com/",NULL,NULL,NULL,"Prabhu Finsec Private Limited is a Non-Banking Financial Company (NBFC) that provides safe, transparent, and reliable personal loan solutions to meet the diverse needs of its customers.","MSME","{homepage:https://www.prabhufinsec.com/}","medium","1.00"
728,"Prachay Capital Limited","TEMP-1771691021",NULL,NULL,"https://prachay.com/",NULL,NULL,NULL,"Prachay Group is a professionally run financial solutions company that provides fast, progressive and customized financial solutions to ambitious businesses. They aim to contribute to nation building by helping businesses grow and deliver financial solutions that help businesses pursue their passion and achieve their potential.","MSME","{about:https://prachay.com/who-we-are/,team:https://prachay.com/reach-us/,homepage:https://prachay.com/}","medium","0.86"
729,"Pradakshana Fintech P Limited","TEMP-1771691023",NULL,NULL,"https://pradakshana.com/",NULL,NULL,NULL,"Pradakshana Fintech Pvt. Ltd. provides financial solutions to MSMEs, small enterprise loans, personal loans to salaried employees, and aims to make capital available to these communities in the most efficient and sustainable manner.","MSME","{homepage:https://pradakshana.com/,team:https://pradakshana.com/about-us/partners/,about:https://pradakshana.com/about-us/vision-and-mission/,products:https://pradakshana.com/products/}","high","1.00"
730,"Pragya Commerce  Pvt.  Ltd.","TEMP-1771691025",NULL,NULL,"https://pragya-commerce-pvt-ltd.charteredone.com/U51109WB1996PTC077490",NULL,NULL,NULL,"PRAGYA COMMERCE PVT LTD is a private limited company involved in other passenger air-transport n.e.c. It provides various financial services including tax and audit, registration, and compliances.","Not specified on website","{homepage:https://pragya-commerce-pvt-ltd.charteredone.com/U51109WB1996PTC077490}","low","0.71"
731,"Praharshita Finance Private Limited","TEMP-1771691027",NULL,NULL,"https://praharshita.com/",NULL,NULL,NULL,"Praharshita Finance is a registered NBFC providing financial solutions to individuals and businesses, with a focus on empowering customers through accessible and innovative services.","MSME","{team:https://praharshita.com/contact-us,homepage:https://praharshita.com/,about:https://praharshita.com/about-us,products:https://praharshita.com/loans}","medium","0.86"
732,"Prateek Securities Private Ltd.","TEMP-1771691029",NULL,NULL,"https://prateeksecurities.in/",NULL,NULL,NULL,"Prateek Securities Private Limited is a trusted NBFC providing personalized loan solutions with a commitment to financial inclusion and customer satisfaction.","Multi-Product","{team:https://prateeksecurities.in/team,homepage:https://prateeksecurities.in/,products:https://prateeksecurities.in/services,about:https://prateeksecurities.in/about}","high","1.00"
733,"Pratush Commercial (P) Ltd","TEMP-1771691032",NULL,NULL,"https://pratush-commercial-pvt-ltd.charteredone.com/U67120WB1991PTC051195",NULL,NULL,NULL,"PRATUSH COMMERCIAL PVT LTD is a private limited company involved in security dealing activities, such as stock broking and related activities.","MSME","{homepage:https://pratush-commercial-pvt-ltd.charteredone.com/U67120WB1991PTC051195}","medium","0.86"
734,"Pravik Finance And Investment Company Private Ltd.","TEMP-1771691034",NULL,NULL,"https://www.pravikfinance.com/",NULL,NULL,NULL,"PRAVIK Finance and Investment Company Private Limited is an NBFC that offers personal loans through its mobile application VeriLend, providing flexible and transparent financial solutions.","MSME","{homepage:https://www.pravikfinance.com/}","high","0.86"
735,"Premier Credit Capital Ltd","TEMP-1771691035",NULL,NULL,"https://www.premiercapitalservices.in/",NULL,NULL,NULL,"Premier Capital Services Ltd. is a Non-govt company incorporated in 1983, providing various loan products to retail and business customers.","MSME","{homepage:https://www.premiercapitalservices.in/}","low","0.86"
736,"Priha Finlease Private Limited","TEMP-1771691037",NULL,NULL,"https://www.prihafinlease.com/",NULL,NULL,NULL,"Priha Finlease Private Limited is a diversified finance company that offers various loan products, including mortgage loans, business loans, and personal loans. The company aims to cater to the diverse financial needs of retail, corporate, and institutional customers across businesses. It has disbursed loans worth over INR 800 Million in a short span of three years.","MSME","{homepage:https://www.prihafinlease.com/}","medium","0.86"
737,"Prime Caplease Limited","TEMP-1771691039",NULL,NULL,"https://www.primecapitalmarket.in/",NULL,NULL,NULL,"Prime Capital Market Ltd. is a leading non-banking financial company (NBFC) engaged in finance and investment in shares and securities, fund and non-fund based activities, consultancy, and advisory services on various financial products.","MSME","{homepage:https://www.primecapitalmarket.in/}","medium","0.86"
738,"Prime Finvest & Leasing Ltd","TEMP-1771691041",NULL,NULL,"https://primefinvest.com/",NULL,NULL,NULL,"Prime Finvest and Leasing Limited is a Non Banking Finance Company (NBFC) that has been helping various large and midsized corporates in financial arrangements, restructuring, and planning for over three decades. The company specializes in Syndication, Advisory, Consulting & Leasing business. It provides debt syndication and restructuring, private equity consulting, merger and acquisition advisory, and other services.","MSME","{products:https://primefinvest.com/services/,about:https://primefinvest.com/about/,homepage:https://primefinvest.com/,team:https://primefinvest.com/contact/}","medium","0.86"
739,"Prithvi Finlease India Ltd. (Formerly Nivid Finlease Ltd.)","TEMP-1771691043",NULL,NULL,"https://prithvi-science-and-technologies-private-limited.charteredone.com/U72900MH2019PTC324376",NULL,NULL,NULL,"PRITHVI SCIENCE AND TECHNOLOGIES PRIVATE LIMITED is a private limited company involved in other computer related activities, such as website maintenance and multimedia presentations.","Other Computer Related Activities","{homepage:https://prithvi-science-and-technologies-private-limited.charteredone.com/U72900MH2019PTC324376}","low","0.86"
740,"Progfin Private Limited (Formerly Hytone Holdings Pvt Ltd)","TEMP-1771691045",NULL,NULL,"https://www.progfin.com/",NULL,NULL,NULL,"Progfin is a non-deposit taking NBFC providing SME lending in India, aiming to transform small business' lending by making it convenient for last mile retailers to access credit easily.","MSME","{homepage:https://www.progfin.com/}","high","1.00"
741,"Progressive Finlease Limited","TEMP-1771691048",NULL,NULL,"https://www.progressivefinlease.in/",NULL,NULL,NULL,"Progressive Finlease Limited is a Non-Banking Finance Company (NBFC) registered with Reserve Bank of India, providing financial services since its inception in 1995.","MSME","{homepage:https://www.progressivefinlease.in/}","medium","1.00"
